itm_mstr_key,sys_cd,form_vrsn,spec_vrsn,itm_srt_id,itm_id,itm_db_id,itm_shrt_label,itm_sect_srt_id,itm_sect_label,itm_grp_cd,itm_loinc_id,itm_type_cd,fixed_rec_srt_id,fixed_rec_strt_byte,fixed_rec_end_byte,fixed_strt_end_bytes,fixed_rec_lngth,itm_vrsn_notes,itm_txt,isc_active,isc_inactive,isc_state_opt,NC,NP,NQ,ND,NT,NPE,IPA,OSA,SP,SD,ST,XX
486,MDS,,,49500,P0100F,LMB_RSTRNT_CHR_CD,Restraints in chair/out of bed: limb restraint,17,P,Asmt,,Code,49500,1129,1129,1129-1129,1,,,"NC,NQ,NP,ND,SP,SD","NT,NPE,IPA,OSA,ST,XX",,x,x,x,x,,,,,x,x,,
487,MDS,,,49600,P0100G,CHR_PRVNT_RISE_CD,Restraints in chair/out of bed: chair stops rising,17,P,Asmt,,Code,49600,1130,1130,1130-1130,1,,,"NC,NQ,NP,ND,SP,SD","NT,NPE,IPA,OSA,ST,XX",,x,x,x,x,,,,,x,x,,
488,MDS,,,49700,P0100H,OTHR_RSTRNT_CHR_CD,Restraints in chair/out of bed: other,17,P,Asmt,,Code,49700,1131,1131,1131-1131,1,,,"NC,NQ,NP,ND,SP,SD","NT,NPE,IPA,OSA,ST,XX",,x,x,x,x,,,,,x,x,,
489,MDS,,,49800,Q0100A,RSDNT_PRTCPTN_CD,Resident participated in assessment,18,Q,Asmt,,Code,49800,1132,1132,1132-1132,1,,,"NC,NQ,NP,SP","ND,NT,NPE,IPA,OSA,SD,ST,XX",,x,x,x,,,,,,x,,,
490,MDS,,,49900,Q0100B,FMLY_PRTCPTN_CD,Family/signif other participated in assessment,18,Q,Asmt,,Code,49900,1133,1133,1133-1133,1,,,"NC,NQ,NP,SP","ND,NT,NPE,IPA,OSA,SD,ST,XX",,x,x,x,,,,,,x,,,
491,MDS,,,50000,Q0100C,GRDN_PRTCPTN_CD,Guardian/legal rep participated in assessment,18,Q,Asmt,,Code,50000,1134,1134,1134-1134,1,,,"NC,NQ,NP,SP","ND,NT,NPE,IPA,OSA,SD,ST,XX",,x,x,x,,,,,,x,,,
492,MDS,,,50100,Q0300A,RSDNT_GOAL_CD,Resident's overall goal,18,Q,Asmt,,Code,50100,1135,1135,1135-1135,1,,,"NC,NQ,NP,SP","ND,NT,NPE,IPA,OSA,SD,ST,XX",,x,x,x,,,,,,x,,,
493,MDS,,,50200,Q0300B,GOAL_SRC_CD,Information source for resident's goal,18,Q,Asmt,,Code,50200,1136,1136,1136-1136,1,,,"NC,NQ,NP,SP","ND,NT,NPE,IPA,OSA,SD,ST,XX",,x,x,x,,,,,,x,,,
497,MDS,,,58400,Z0100A,MDCR_HIPPS_TXT,Medicare Part A: HIPPS code,27,Z,Asmt,,Text,58400,1344,1350,1344-1350,7,,,"NC,NQ,NP,IPA,SP","ND,NT,NPE,OSA,SD,ST,XX",,x,x,x,,,,x,,x,,,
498,MDS,,,58600,Z0200A,STATE_RUG_GRP_TXT,State case mix: Group,27,Z,Asmt,,Text,58600,1379,1388,1379-1388,10,[V3.00.0]-Revised item label.,,"NC,NQ,NP,OSA","ND,NT,NPE,IPA,SP,SD,ST,XX",,x,x,x,,,,,x,,,,
500,MDS,,,59000,Z0500B,RN_SGN_CMPLT_DT,Date RN signed assessment as complete,27,Z,Asmt,,Date,59000,1419,1426,1419-1426,8,,,"NC,NQ,NP,ND,NPE,IPA,OSA,SP,SD","NT,ST,XX",,x,x,x,x,,x,x,x,x,x,,
501,MDS,,,36100,M0100B,RISK_FRML_ASMT_CD,Risk determination: formal assessment,14,M,Asmt,,Checklist,36100,894,894,894-894,1,,,"NC,NQ,NP,SP","ND,NT,NPE,IPA,OSA,SD,ST,XX",,x,x,x,,,,,,x,,,
502,MDS,,,36200,M0100C,RISK_CLNCL_JDGMNT_CD,Risk determination: clinical assessment,14,M,Asmt,,Checklist,36200,895,895,895-895,1,,,"NC,NQ,NP,SP","ND,NT,NPE,IPA,OSA,SD,ST,XX",,x,x,x,,,,,,x,,,
503,MDS,,,36300,M0100Z,NO_RISK_DTMNTN_CD,Risk determination: none of the above,14,M,Asmt,,Checklist,36300,896,896,896-896,1,,,"NC,NQ,NP,SP","ND,NT,NPE,IPA,OSA,SD,ST,XX",,x,x,x,,,,,,x,,,
504,MDS,,,2200,A0310E,FIRST_SINCE_ADMSN_CD,First assessment since most recent entry,02,A,Asmt,,Code,2200,276,276,276-276,1,,,"NC,NQ,NP,ND,NT,NPE,IPA,SP,SD,ST","OSA,XX",,x,x,x,x,x,x,x,,x,x,x,
506,MDS,,,58500,Z0100B,MDCR_RUG_VRSN_TXT,Medicare Part A: Version code,27,Z,Asmt,,Text,58500,1351,1360,1351-1360,10,[V3.00.0]-Revised item label and valid value label.,,"NC,NQ,NP,IPA,SP","ND,NT,NPE,OSA,SD,ST,XX",,x,x,x,,,,x,,x,,,
507,MDS,,,58700,Z0200B,STATE_RUG_VRSN_TXT,State case mix: Version code,27,Z,Asmt,,Text,58700,1389,1398,1389-1398,10,[V3.00.0]-Revised item label and valid value label.,,"NC,NQ,NP,OSA","ND,NT,NPE,IPA,SP,SD,ST,XX",,x,x,x,,,,,x,,,,
510,MDS,,,40100,M1040D,OPEN_LSN_CD,"Other skin probs: lesions not ulcers, rashes, cuts",14,M,Asmt,,Checklist,40100,944,944,944-944,1,,,"NC,NQ,NP,IPA,OSA,SP","ND,NT,NPE,SD,ST,XX",,x,x,x,,,,x,x,x,,,
511,MDS,,,24700,I0800,HYPOTNSN_CD,Orthostatic hypotension,10,I,Asmt,,Checklist,24700,701,701,701-701,1,,,"NC,NQ,NP,SP","ND,NT,NPE,IPA,OSA,SD,ST,XX",,x,x,x,,,,,,x,,,
512,MDS,,,29700,I8000G,ICD_7_CD,Additional active ICD diagnosis 7,10,I,Asmt,,ICD,29700,799,806,799-806,8,,,"NC,NQ,NP,ND,IPA,SP,SD","NT,NPE,OSA,ST,XX",,x,x,x,x,,,x,,x,x,,
513,MDS,,,29800,I8000H,ICD_8_CD,Additional active ICD diagnosis 8,10,I,Asmt,,ICD,29800,807,814,807-814,8,,,"NC,NQ,NP,ND,IPA,SP,SD","NT,NPE,OSA,ST,XX",,x,x,x,x,,,x,,x,x,,
514,MDS,,,29900,I8000I,ICD_9_CD,Additional active ICD diagnosis 9,10,I,Asmt,,ICD,29900,815,822,815-822,8,,,"NC,NQ,NP,ND,IPA,SP,SD","NT,NPE,OSA,ST,XX",,x,x,x,x,,,x,,x,x,,
515,MDS,,,30000,I8000J,ICD_10_CD,Additional active ICD diagnosis 10,10,I,Asmt,,ICD,30000,823,830,823-830,8,,,"NC,NQ,NP,ND,IPA,SP,SD","NT,NPE,OSA,ST,XX",,x,x,x,x,,,x,,x,x,,
516,MDS,,,5300,A1550A,DOWN_SYNDRM_CD,ID/DD status: Down syndrome,02,A,Asmt,,Checklist,5300,451,451,451-451,1,,,NC,"NQ,NP,ND,NT,NPE,IPA,OSA,SP,SD,ST,XX",,x,,,,,,,,,,,
517,MDS,,,5400,A1550B,AUTSM_CD,ID/DD status: Autism,02,A,Asmt,,Checklist,5400,452,452,452-452,1,,,NC,"NQ,NP,ND,NT,NPE,IPA,OSA,SP,SD,ST,XX",,x,,,,,,,,,,,
518,MDS,,,5500,A1550C,EPLPSY_CD,ID/DD status: Epilepsy,02,A,Asmt,,Checklist,5500,453,453,453-453,1,,,NC,"NQ,NP,ND,NT,NPE,IPA,OSA,SP,SD,ST,XX",,x,,,,,,,,,,,
519,MDS,,,5600,A1550D,OTHR_ORGNC_MR_DD_CD,ID/DD status: other organic ID/DD condition,02,A,Asmt,,Checklist,5600,454,454,454-454,1,,,NC,"NQ,NP,ND,NT,NPE,IPA,OSA,SP,SD,ST,XX",,x,,,,,,,,,,,
520,MDS,,,5700,A1550E,OTHR_MR_DD_CD,ID/DD status: ID/DD with no organic condition,02,A,Asmt,,Checklist,5700,455,455,455-455,1,,,NC,"NQ,NP,ND,NT,NPE,IPA,OSA,SP,SD,ST,XX",,x,,,,,,,,,,,
521,MDS,,,5800,A1550Z,NO_MR_DD_CD,ID/DD status: none of the above,02,A,Asmt,,Checklist,5800,456,456,456-456,1,,,NC,"NQ,NP,ND,NT,NPE,IPA,OSA,SP,SD,ST,XX",,x,,,,,,,,,,,
522,MDS,,,950,SFTWR_VNDR_NAME,SFTWR_VNDR_NAME,Software vendor company name,01,Control,Control,,Text,950,62,91,62-91,30,,,"NC,NQ,NP,ND,NT,NPE,IPA,OSA,SP,SD,ST,XX",,,x,x,x,x,x,x,x,x,x,x,x,x
523,MDS,,,2250,A0310F,ENTRY_DSCHRG_CD,Entry/discharge reporting,02,A,Asmt,,Code,2250,277,278,277-278,2,,,"NC,NQ,NP,ND,NT,NPE,IPA,SP,SD,ST","OSA,XX",,x,x,x,x,x,x,x,,x,x,x,
524,MDS,,,50700,V0100A,PRIOR_FED_OBRA_CD,Prior OBRA reason for assessment,23,V,Asmt,,Code,50700,1142,1143,1142-1143,2,,,NC,"ND,NT,NPE,IPA,OSA,SP,SD,ST,XX","NQ,NP",x,s,s,,,,,,,,,
525,MDS,,,50800,V0100B,PRIOR_PPS_CD,Prior PPS reason for assessment,23,V,Asmt,,Code,50800,1144,1145,1144-1145,2,"[V3.00.0]-Values [02,03,04,05,07] were removed as valid values for this item.  Added [08] as a valid value.",,NC,"ND,NT,NPE,IPA,OSA,SP,SD,ST,XX","NQ,NP",x,s,s,,,,,,,,,
526,MDS,,,50900,V0100C,PRIOR_ASMT_RFRNC_DT,Prior assessment reference date,23,V,Asmt,,Date,50900,1146,1153,1146-1153,8,,,NC,"ND,NT,NPE,IPA,OSA,SP,SD,ST,XX","NQ,NP",x,s,s,,,,,,,,,
527,MDS,,,51000,V0100D,PRIOR_BIMS_SCRE_NUM,Prior assessment BIMS summary score,23,V,Asmt,,Number,51000,1154,1155,1154-1155,2,,,NC,"ND,NT,NPE,IPA,OSA,SP,SD,ST,XX","NQ,NP",x,s,s,,,,,,,,,
528,MDS,,,51100,V0100E,PRIOR_MOOD_SCRE_NUM,Prior asmt PHQ res: total mood severity score,23,V,Asmt,,Number,51100,1156,1157,1156-1157,2,,,NC,"ND,NT,NPE,IPA,OSA,SP,SD,ST,XX","NQ,NP",x,s,s,,,,,,,,,
529,MDS,,,51200,V0100F,PRIOR_STF_MOOD_SCRE_NUM,Prior asmt PHQ staff: total mood score,23,V,Asmt,,Number,51200,1158,1159,1158-1159,2,,,NC,"ND,NT,NPE,IPA,OSA,SP,SD,ST,XX","NQ,NP",x,s,s,,,,,,,,,
530,MDS,,,51300,V0200A01A,DLRM_CTR_CD,CAA-Delirium: triggered,23,V,Asmt,,Checklist,51300,1160,1160,1160-1160,1,,,NC,"ND,NT,NPE,IPA,OSA,SP,SD,ST,XX","NQ,NP",x,s,s,,,,,,,,,
531,MDS,,,51400,V0200A01B,DLRM_CPL_CD,CAA-Delirium: plan,23,V,Asmt,,Checklist,51400,1161,1161,1161-1161,1,,,NC,"ND,NT,NPE,IPA,OSA,SP,SD,ST,XX","NQ,NP",x,s,s,,,,,,,,,
532,MDS,,,51500,V0200A02A,DMNT_CTR_CD,CAA-Cognitive loss/dementia: triggered,23,V,Asmt,,Checklist,51500,1162,1162,1162-1162,1,,,NC,"ND,NT,NPE,IPA,OSA,SP,SD,ST,XX","NQ,NP",x,s,s,,,,,,,,,
533,MDS,,,51600,V0200A02B,DMNT_CPL_CD,CAA-Cognitive loss/dementia: plan,23,V,Asmt,,Checklist,51600,1163,1163,1163-1163,1,,,NC,"ND,NT,NPE,IPA,OSA,SP,SD,ST,XX","NQ,NP",x,s,s,,,,,,,,,
534,MDS,,,51700,V0200A03A,VISL_FUNC_CTR_CD,CAA-Visual function: triggered,23,V,Asmt,,Checklist,51700,1164,1164,1164-1164,1,,,NC,"ND,NT,NPE,IPA,OSA,SP,SD,ST,XX","NQ,NP",x,s,s,,,,,,,,,
535,MDS,,,51800,V0200A03B,VISL_FUNC_CPL_CD,CAA-Visual function: plan,23,V,Asmt,,Checklist,51800,1165,1165,1165-1165,1,,,NC,"ND,NT,NPE,IPA,OSA,SP,SD,ST,XX","NQ,NP",x,s,s,,,,,,,,,
536,MDS,,,51900,V0200A04A,COMMUN_CTR_CD,CAA-Communication: triggered,23,V,Asmt,,Checklist,51900,1166,1166,1166-1166,1,,,NC,"ND,NT,NPE,IPA,OSA,SP,SD,ST,XX","NQ,NP",x,s,s,,,,,,,,,
537,MDS,,,52000,V0200A04B,COMMUN_CPL_CD,CAA-Communication: plan,23,V,Asmt,,Checklist,52000,1167,1167,1167-1167,1,,,NC,"ND,NT,NPE,IPA,OSA,SP,SD,ST,XX","NQ,NP",x,s,s,,,,,,,,,
538,MDS,,,52100,V0200A05A,ADL_CTR_CD,CAA-ADL functional/rehab potential: triggered,23,V,Asmt,,Checklist,52100,1168,1168,1168-1168,1,,,NC,"ND,NT,NPE,IPA,OSA,SP,SD,ST,XX","NQ,NP",x,s,s,,,,,,,,,
539,MDS,,,52200,V0200A05B,ADL_CPL_CD,CAA-ADL functional/rehab potential: plan,23,V,Asmt,,Checklist,52200,1169,1169,1169-1169,1,,,NC,"ND,NT,NPE,IPA,OSA,SP,SD,ST,XX","NQ,NP",x,s,s,,,,,,,,,
540,MDS,,,52300,V0200A06A,URNRY_CTR_CD,CAA-Urinary incont/indwell catheter: triggered,23,V,Asmt,,Checklist,52300,1170,1170,1170-1170,1,,,NC,"ND,NT,NPE,IPA,OSA,SP,SD,ST,XX","NQ,NP",x,s,s,,,,,,,,,
541,MDS,,,52400,V0200A06B,URNRY_CPL_CD,CAA-Urinary incont/indwell catheter: plan,23,V,Asmt,,Checklist,52400,1171,1171,1171-1171,1,,,NC,"ND,NT,NPE,IPA,OSA,SP,SD,ST,XX","NQ,NP",x,s,s,,,,,,,,,
542,MDS,,,52500,V0200A07A,PSYCHSOC_CTR_CD,CAA-Psychosocial well-being: triggered,23,V,Asmt,,Checklist,52500,1172,1172,1172-1172,1,,,NC,"ND,NT,NPE,IPA,OSA,SP,SD,ST,XX","NQ,NP",x,s,s,,,,,,,,,
543,MDS,,,52600,V0200A07B,PSYCHSOC_CPL_CD,CAA-Psychosocial well-being: plan,23,V,Asmt,,Checklist,52600,1173,1173,1173-1173,1,,,NC,"ND,NT,NPE,IPA,OSA,SP,SD,ST,XX","NQ,NP",x,s,s,,,,,,,,,
544,MDS,,,52700,V0200A08A,MOOD_CTR_CD,CAA-Mood state: triggered,23,V,Asmt,,Checklist,52700,1174,1174,1174-1174,1,,,NC,"ND,NT,NPE,IPA,OSA,SP,SD,ST,XX","NQ,NP",x,s,s,,,,,,,,,
545,MDS,,,52800,V0200A08B,MOOD_CPL_CD,CAA-Mood state: plan,23,V,Asmt,,Checklist,52800,1175,1175,1175-1175,1,,,NC,"ND,NT,NPE,IPA,OSA,SP,SD,ST,XX","NQ,NP",x,s,s,,,,,,,,,
546,MDS,,,52900,V0200A09A,BHVRL_CTR_CD,CAA-Behavioral symptoms: triggered,23,V,Asmt,,Checklist,52900,1176,1176,1176-1176,1,,,NC,"ND,NT,NPE,IPA,OSA,SP,SD,ST,XX","NQ,NP",x,s,s,,,,,,,,,
547,MDS,,,53000,V0200A09B,BHVRL_CPL_CD,CAA-Behavioral symptoms: plan,23,V,Asmt,,Checklist,53000,1177,1177,1177-1177,1,,,NC,"ND,NT,NPE,IPA,OSA,SP,SD,ST,XX","NQ,NP",x,s,s,,,,,,,,,
548,MDS,,,53100,V0200A10A,ACTVTY_CTR_CD,CAA-Activities: triggered,23,V,Asmt,,Checklist,53100,1178,1178,1178-1178,1,,,NC,"ND,NT,NPE,IPA,OSA,SP,SD,ST,XX","NQ,NP",x,s,s,,,,,,,,,
549,MDS,,,53200,V0200A10B,ACTVTY_CPL_CD,CAA-Activities: plan,23,V,Asmt,,Checklist,53200,1179,1179,1179-1179,1,,,NC,"ND,NT,NPE,IPA,OSA,SP,SD,ST,XX","NQ,NP",x,s,s,,,,,,,,,
550,MDS,,,53300,V0200A11A,FALL_CTR_CD,CAA-Falls: triggered,23,V,Asmt,,Checklist,53300,1180,1180,1180-1180,1,,,NC,"ND,NT,NPE,IPA,OSA,SP,SD,ST,XX","NQ,NP",x,s,s,,,,,,,,,
551,MDS,,,53400,V0200A11B,FALL_CPL_CD,CAA-Falls: plan,23,V,Asmt,,Checklist,53400,1181,1181,1181-1181,1,,,NC,"ND,NT,NPE,IPA,OSA,SP,SD,ST,XX","NQ,NP",x,s,s,,,,,,,,,
553,MDS,,,53600,V0200A12B,NTRNT_CPL_CD,CAA-Nutritional status: plan,23,V,Asmt,,Checklist,53600,1183,1183,1183-1183,1,,,NC,"ND,NT,NPE,IPA,OSA,SP,SD,ST,XX","NQ,NP",x,s,s,,,,,,,,,
554,MDS,,,53700,V0200A13A,FEEDG_TUBE_CTR_CD,CAA-Feeding tubes: triggered,23,V,Asmt,,Checklist,53700,1184,1184,1184-1184,1,,,NC,"ND,NT,NPE,IPA,OSA,SP,SD,ST,XX","NQ,NP",x,s,s,,,,,,,,,
555,MDS,,,53800,V0200A13B,FEEDG_TUBE_CPL_CD,CAA-Feeding tubes: plan,23,V,Asmt,,Checklist,53800,1185,1185,1185-1185,1,,,NC,"ND,NT,NPE,IPA,OSA,SP,SD,ST,XX","NQ,NP",x,s,s,,,,,,,,,
556,MDS,,,53900,V0200A14A,DHYDRTN_CTR_CD,CAA-Dehydration/fluid maintenance: triggered,23,V,Asmt,,Checklist,53900,1186,1186,1186-1186,1,,,NC,"ND,NT,NPE,IPA,OSA,SP,SD,ST,XX","NQ,NP",x,s,s,,,,,,,,,
557,MDS,,,54000,V0200A14B,DHYDRTN_CPL_CD,CAA-Dehydration/fluid maintenance: plan,23,V,Asmt,,Checklist,54000,1187,1187,1187-1187,1,,,NC,"ND,NT,NPE,IPA,OSA,SP,SD,ST,XX","NQ,NP",x,s,s,,,,,,,,,
558,MDS,,,54100,V0200A15A,DNTL_CTR_CD,CAA-Dental care: triggered,23,V,Asmt,,Checklist,54100,1188,1188,1188-1188,1,,,NC,"ND,NT,NPE,IPA,OSA,SP,SD,ST,XX","NQ,NP",x,s,s,,,,,,,,,
559,MDS,,,54200,V0200A15B,DNTL_CPL_CD,CAA-Dental care: plan,23,V,Asmt,,Checklist,54200,1189,1189,1189-1189,1,,,NC,"ND,NT,NPE,IPA,OSA,SP,SD,ST,XX","NQ,NP",x,s,s,,,,,,,,,
560,MDS,,,54300,V0200A16A,PRSR_ULCR_CTR_CD,CAA-Pressure ulcer: triggered,23,V,Asmt,,Checklist,54300,1190,1190,1190-1190,1,,,NC,"ND,NT,NPE,IPA,OSA,SP,SD,ST,XX","NQ,NP",x,s,s,,,,,,,,,
561,MDS,,,54400,V0200A16B,PRSR_ULCR_CPL_CD,CAA-Pressure ulcer: plan,23,V,Asmt,,Checklist,54400,1191,1191,1191-1191,1,,,NC,"ND,NT,NPE,IPA,OSA,SP,SD,ST,XX","NQ,NP",x,s,s,,,,,,,,,
562,MDS,,,54500,V0200A17A,PSYCH_DRUG_CTR_CD,CAA-Psychotropic drug use: triggered,23,V,Asmt,,Checklist,54500,1192,1192,1192-1192,1,,,NC,"ND,NT,NPE,IPA,OSA,SP,SD,ST,XX","NQ,NP",x,s,s,,,,,,,,,
563,MDS,,,54600,V0200A17B,PSYCH_DRUG_CPL_CD,CAA-Psychotropic drug use: plan,23,V,Asmt,,Checklist,54600,1193,1193,1193-1193,1,,,NC,"ND,NT,NPE,IPA,OSA,SP,SD,ST,XX","NQ,NP",x,s,s,,,,,,,,,
564,MDS,,,54700,V0200A18A,RSTRNT_CTR_CD,CAA-Physical restraints: triggered,23,V,Asmt,,Checklist,54700,1194,1194,1194-1194,1,,,NC,"ND,NT,NPE,IPA,OSA,SP,SD,ST,XX","NQ,NP",x,s,s,,,,,,,,,
565,MDS,,,54800,V0200A18B,RSTRNT_CPL_CD,CAA-Physical restraints: plan,23,V,Asmt,,Checklist,54800,1195,1195,1195-1195,1,,,NC,"ND,NT,NPE,IPA,OSA,SP,SD,ST,XX","NQ,NP",x,s,s,,,,,,,,,
566,MDS,,,54900,V0200A19A,PAIN_CTR_CD,CAA-Pain: triggered,23,V,Asmt,,Checklist,54900,1196,1196,1196-1196,1,,,NC,"ND,NT,NPE,IPA,OSA,SP,SD,ST,XX","NQ,NP",x,s,s,,,,,,,,,
567,MDS,,,55000,V0200A19B,PAIN_CPL_CD,CAA-Pain: plan,23,V,Asmt,,Checklist,55000,1197,1197,1197-1197,1,,,NC,"ND,NT,NPE,IPA,OSA,SP,SD,ST,XX","NQ,NP",x,s,s,,,,,,,,,
568,MDS,,,55100,V0200A20A,RTN_CMNTY_CTR_CD,CAA-Return to community referral: triggered,23,V,Asmt,,Checklist,55100,1198,1198,1198-1198,1,,,NC,"ND,NT,NPE,IPA,OSA,SP,SD,ST,XX","NQ,NP",x,s,s,,,,,,,,,
569,MDS,,,55200,V0200A20B,RTN_CMNTY_CPL_CD,CAA-Return to community referral: plan,23,V,Asmt,,Checklist,55200,1199,1199,1199-1199,1,,,NC,"ND,NT,NPE,IPA,OSA,SP,SD,ST,XX","NQ,NP",x,s,s,,,,,,,,,
570,MDS,,,55300,V0200B2,CAT_DT,CAA-Assessment process signature date,23,V,Asmt,,Date,55300,1200,1207,1200-1207,8,,,NC,"ND,NT,NPE,IPA,OSA,SP,SD,ST,XX","NQ,NP",x,s,s,,,,,,,,,
571,MDS,,,55400,V0200C2,CARE_PLN_DT,CAA-Care planning signature date,23,V,Asmt,,Date,55400,1208,1215,1208-1215,8,,,NC,"ND,NT,NPE,IPA,OSA,SP,SD,ST,XX","NQ,NP",x,s,s,,,,,,,,,
572,MDS,,,1350,A0050,TRANS_TYPE_CD,Type of transaction (formerly X0100),02,A,Asmt,,Code,55500,1216,1216,1216-1216,1,,,"NC,NQ,NP,ND,NT,NPE,IPA,OSA,SP,SD,ST,XX",,,x,x,x,x,x,x,x,x,x,x,x,x
573,MDS,,,55600,X0200A,CRCTN_FIRST_NAME,Correction: resident first name,25,X,Asmt,,Text,55600,1218,1229,1218-1229,12,,,"NC,NQ,NP,ND,NT,NPE,IPA,OSA,SP,SD,ST,XX",,,x,x,x,x,x,x,x,x,x,x,x,x
575,MDS,,,55800,X0200C,CRCTN_LAST_NAME,Correction: resident last name,25,X,Asmt,,Text,55800,1230,1247,1230-1247,18,,,"NC,NQ,NP,ND,NT,NPE,IPA,OSA,SP,SD,ST,XX",,,x,x,x,x,x,x,x,x,x,x,x,x
577,MDS,,,56000,X0300,CRCTN_GNDR_CD,Correction: resident gender,25,X,Asmt,,Code,56000,1248,1248,1248-1248,1,,,"NC,NQ,NP,ND,NT,NPE,IPA,OSA,SP,SD,ST,XX",,,x,x,x,x,x,x,x,x,x,x,x,x
578,MDS,,,56100,X0400,CRCTN_BIRTH_DT,Correction: resident birth date,25,X,Asmt,,Date,56100,1249,1256,1249-1256,8,,,"NC,NQ,NP,ND,NT,NPE,IPA,OSA,SP,SD,ST,XX",,,x,x,x,x,x,x,x,x,x,x,x,x
579,MDS,,,56200,X0500,CRCTN_SSN_NUM,Correction: resident social security number,25,X,Asmt,,Text,56200,1257,1265,1257-1265,9,,,"NC,NQ,NP,ND,NT,NPE,IPA,OSA,SP,SD,ST,XX",,,x,x,x,x,x,x,x,x,x,x,x,x
580,MDS,,,56300,X0600A,CRCTN_FED_OBRA_CD,Correction: OBRA reason for assessment,25,X,Asmt,,Code,56300,1266,1267,1266-1267,2,,,"NC,NQ,NP,ND,NT,NPE,IPA,SP,SD,ST,XX",OSA,,x,x,x,x,x,x,x,,x,x,x,x
581,MDS,,,56400,X0600B,CRCTN_PPS_CD,Correction: PPS reason for assessment,25,X,Asmt,,Code,56400,1268,1269,1268-1269,2,"[V3.00.0]-Values [02,03,04,05,07] were removed as valid values for this item.  Added [08] as a valid value.",,"NC,NQ,NP,ND,NT,NPE,IPA,SP,SD,ST,XX",OSA,,x,x,x,x,x,x,x,,x,x,x,x
582,MDS,,,70372,ITEM_FILLER_056,CRCTN_SB_CLNCL_CHG_CD,Item filler: replaces old X0600D,28,Filler,Filler,,Text,56500,1271,1271,1271-1271,1,[V3.00.0]-Filler item to replace deleted item X0600D.,,,"NC,NQ,NP,ND,NT,NPE,IPA,OSA,SP,SD,ST,XX",,,,,,,,,,,,,
583,MDS,,,70370,ITEM_FILLER_055,CRCTN_PPS_OMRA_CD,Item filler: replaces old X0600C,28,Filler,Filler,,Text,56450,1270,1270,1270-1270,1,[V3.00.0]-Filler item to replace deleted item X0600C.,,,"NC,NQ,NP,ND,NT,NPE,IPA,OSA,SP,SD,ST,XX",,,,,,,,,,,,,
584,MDS,,,56700,X0700A,CRCTN_ASMT_RFRNC_DT,Correction: assessment reference date,25,X,Asmt,,Date,56700,1273,1280,1273-1280,8,,,"NC,NQ,NP,ND,NT,NPE,IPA,OSA,SP,SD,ST,XX",,,x,x,x,x,x,x,x,x,x,x,x,x
585,MDS,,,56900,X0700B,CRCTN_DSCHRG_DT,Correction: discharge date,25,X,Asmt,,Date,56900,1281,1288,1281-1288,8,,,"NC,NQ,NP,ND,NT,NPE,SP,SD,ST,XX","IPA,OSA",,x,x,x,x,x,x,,,x,x,x,x
586,MDS,,,57000,X0700C,CRCTN_ENTRY_DT,Correction: entry date,25,X,Asmt,,Date,57000,1289,1296,1289-1296,8,,,"NC,NQ,NP,ND,NT,NPE,SP,SD,ST,XX","IPA,OSA",,x,x,x,x,x,x,,,x,x,x,x
587,MDS,,,57100,X0800,CRCTN_NUM,Correction: correction number,25,X,Asmt,,Number,57100,1297,1298,1297-1298,2,,,"NC,NQ,NP,ND,NT,NPE,IPA,OSA,SP,SD,ST,XX",,,x,x,x,x,x,x,x,x,x,x,x,x
588,MDS,,,57200,X0900A,MDFCTN_TRNSCRPT_ERR_CD,Correction: modif reasons - transcription error,25,X,Asmt,,Checklist,57200,1299,1299,1299-1299,1,,,"NC,NQ,NP,ND,NT,NPE,IPA,OSA,SP,SD,ST,XX",,,x,x,x,x,x,x,x,x,x,x,x,x
589,MDS,,,57300,X0900B,MDFCTN_ENTRY_ERR_CD,Correction: modif reasons - data entry error,25,X,Asmt,,Checklist,57300,1300,1300,1300-1300,1,,,"NC,NQ,NP,ND,NT,NPE,IPA,OSA,SP,SD,ST,XX",,,x,x,x,x,x,x,x,x,x,x,x,x
590,MDS,,,57400,X0900C,MDFCTN_SFTWR_ERR_CD,Correction: modif reasons - software error,25,X,Asmt,,Checklist,57400,1301,1301,1301-1301,1,,,"NC,NQ,NP,ND,NT,NPE,IPA,OSA,SP,SD,ST,XX",,,x,x,x,x,x,x,x,x,x,x,x,x
591,MDS,,,57500,X0900D,MDFCTN_ITM_ERR_CD,Correction: modif reasons - item coding error,25,X,Asmt,,Checklist,57500,1302,1302,1302-1302,1,,,"NC,NQ,NP,ND,NT,NPE,IPA,OSA,SP,SD,ST,XX",,,x,x,x,x,x,x,x,x,x,x,x,x
592,MDS,,,57600,X0900Z,MDFCTN_OTHR_CD,Correction: modif reasons - other error,25,X,Asmt,,Checklist,57600,1303,1303,1303-1303,1,,,"NC,NQ,NP,ND,NT,NPE,IPA,OSA,SP,SD,ST,XX",,,x,x,x,x,x,x,x,x,x,x,x,x
593,MDS,,,57700,X1050A,INACTV_NO_EVNT_CD,Correction: inact reasons - event did not occur,25,X,Asmt,,Checklist,57700,1304,1304,1304-1304,1,,,"NC,NQ,NP,ND,NT,NPE,IPA,OSA,SP,SD,ST,XX",,,x,x,x,x,x,x,x,x,x,x,x,x
